Cite Number,Issue Date,Violat,Sublocatio,Street,Meter #,Is Wa,Due
M200609565,01/11/2018,NSR,400,MUHAMMAD ALI BLVD,,NO,0.00
M200506486,01/18/2018,NP,1900,FLOYD ST,,NO,0.00
M201707071,01/19/2018,X,400W,MAIN ST,2649,NO,0.00
M200506505,01/18/2018,78,W300,LEE ST,,NO,0.00
M201707597,03/13/2018,X,400W,JEFFERSON ST,2482,NO,0.00
M200408212,01/09/2018,X,400BLOCK,FLOYD ST,NA,NO,0.00
M200806039,01/09/2018,X,E600,MARKET ST,2739,NO,0.00
M200806043,01/09/2018,H,2200,DUNDEE RD,,YES,0.00
M201108612,01/09/2018,X,500,3RD ST,2008,NO,0.00
M201306636,01/29/2018,X,4-2005S,4TH ST,4336,NO,0.00
M200409555,03/20/2018,78,300,LEE ST,,NO,35.00
M200409677,03/23/2018,78,300,LEE ST,,NO,35.00
M201306375,01/19/2018,X,M303E,MARKET ST,2694,NO,0.00
M201306313,01/18/2018,X,BD1511B,BARDSTOWN RD,2337,NO,0.00
M201404675,01/19/2018,X,600W,JEFFERSON ST,428,NO,50.00
M201507218,01/20/2018,X,500BLOCK,JACKSON ST,NA,NO,0.00
M200506647,01/22/2018,X,300,LIBRARY PL,4173,NO,0.00
M201609444,01/23/2018,X,400W,LIBERTY ST,2241,NO,0.00
M202900003,02/01/2018,X,W400,LIBERTY ST,2245,NO,0.00
M200303725,03/06/2018,BT,400 S,5TH ST,,NO,0.00
M201609394,01/23/2018,X,400E,CHESTNUT ST,1395,NO,0.00
M200007854,03/15/2018,X,2000,HIGHLAND AVE,4610,NO,0.00
M200806120,01/16/2018,X,E1200,STORY AVE,2988,NO,0.00
M202900300,02/13/2018,X,1900,3RD ST,4207,NO,0.00
M202705449,01/12/2018,PCO,S600,4TH ST,,NO,0.00
M200609569,01/11/2018,X,600,1ST ST,1009,YES,0.00
M201507662,03/13/2018,X,2000,4TH ST,4352,NO,0.00
M200006356,01/11/2018,NP,S2200,FLOYD ST,,NO,0.00
M201306196,01/11/2018,NPP,200E,WITHERSPOON ST,,NO,0.00
M200006375,01/12/2018,78,W400,BLOOM ST,,NO,70.00
M201306193,01/11/2018,NP,W,WITHERSPOON ST,,NO,0.00
M201405194,02/16/2018,PCN,500S,PRESTON ST,,NO,0.00
M200209292,03/22/2018,X,500S,PRESTON ST,P510A,NO,0.00
M200506624,01/20/2018,X,1900E,HARVARD DR,4622,NO,0.00
M201609295,01/19/2018,X,400S,7TH ST,598,NO,0.00
M200006462,01/18/2018,X,W400,MARKET ST,2571,NO,0.00
M201306391,01/19/2018,X,MA109BE,MAIN ST,3195,NO,0.00
M201609354,01/20/2018,X,100S,1ST ST,27777,NO,0.00
M200609656,01/22/2018,X,600,1ST ST,1014,NO,0.00
M200408420,01/25/2018,97,200,BLOOM ST,,NO,0.00
M202705674,01/23/2018,X,S300,8TH ST,198,NO,0.00
M200006396,01/12/2018,NPP,S2700,3RD ST,,NO,0.00
M200006361,01/11/2018,PFH,S1700,5TH ST,,NO,0.00
M200303421,01/04/2018,PCO,1900,FLOYD ST,,NO,0.00
M201108631,01/11/2018,X,500,4TH ST,2079,NO,0.00
M200006620,01/24/2018,X,S500,4TH ST,2079,NO,0.00
M201306185,01/11/2018,X,E,MAIN ST,3199,NO,0.00
M200609661,01/22/2018,PTZ,300,BROADWAY,,NO,50.00
M201306443,01/22/2018,X,3-1913S,3RD ST,4225,NO,0.00
M201404733,01/23/2018,X,400E,CHESTNUT ST,1410,NO,0.00
M200506673,01/23/2018,NSR,1800,BROOK ST,,NO,50.00
M200506654,01/23/2018,X,100 S,7TH ST,132,NO,0.00
M201404783,01/24/2018,X,400E,MUHAMMAD ALI BLVD,4940,NO,50.00
M202802873,01/17/2018,NPP,1200,BARDSTOWN RD,,NO,0.00
M201404646,01/17/2018,X,600S,3RD ST,1883,NO,0.00
M201306593,01/29/2018,X,WA201E,WASHINGTON ST,2680,NO,50.00
M202705491,01/17/2018,NSR,W700,JEFFERSON ST,,NO,50.00
M200408237,01/17/2018,PTZ,400,4TH ST,,NO,0.00
M201507177,01/19/2018,X,500BLOCK,PRESTON ST,NA,NO,50.00
M202802726,01/02/2018,NPP,900,BAXTER AVE,,NO,0.00
M200609385,01/02/2018,NPP,300,MUHAMMAD ALI BLVD,,NO,50.00
M201108546,01/03/2018,X,500,3RD ST,2019,NO,0.00
M201305975,01/03/2018,PNP,100E,WASHINGTON ST,,NO,0.00
M200506211,01/03/2018,PT2,300,STANSBURY PARK,,NO,0.00
M202802739,01/03/2018,X,500,JEFFERSON ST,651,NO,50.00
M201610556,03/06/2018,NSR,200S,5TH ST,,NO,0.00
M200705974,01/03/2018,X,400W,MUHAMMAD ALI BLVD,4835,NO,0.00
M201609402,01/23/2018,HO,200,ABRAHAM FLEXNER WAY,,NO,0.00
M201507254,01/20/2018,X,500BLOCK,FLOYD ST,NA,NO,0.00
M200006568,01/23/2018,78,S1800,3RD ST,,NO,0.00
M200506687,01/24/2018,NPP,400,LIBERTY ST,,NO,50.00
M201405320,03/05/2018,X,100,7TH ST,143,NO,0.00
M200609436,01/04/2018,X,700,7TH ST,4993,NO,0.00
M201507094,01/04/2018,NP,600S,FLOYD ST,,NO,50.00
M200506271,01/06/2018,X,2000S,4TH ST,4368,NO,0.00
M200303443,01/04/2018,PNP,300,BRANDEIS AVE,,NO,0.00
M201404443,01/05/2018,X,300E,CHESTNUT ST,1385,NO,50.00
M200506289,01/06/2018,PNP,2000E,CHEROKEE PKY,,NO,0.00
M200806828,03/23/2018,NP,2000,SPRING DR,,NO,15.00
M200805959,01/05/2018,D,E600,GRAY ST,,NO,0.00
M200506675,01/23/2018,NSR,1800,BROOK ST,,NO,0.00
M201306475,01/23/2018,H,1900,DEERWOOD AVE,,NO,0.00
M201405031,02/07/2018,X,100E,GRAY ST,993,NO,50.00
M202401433,01/08/2018,78,W300,BLOOM ST,,NO,0.00
M201306057,01/08/2018,X,2000,HIGHLAND AVE,4618,NO,0.00
M200507349,03/24/2018,X,600E,MARKET ST,2711,NO,15.00
M200007778,03/12/2018,PT2,S2000,STANSBURY PARK,,NO,25.00
M200006877,02/05/2018,X,S2000,4TH ST,4375,NO,0.00
M200303473,01/09/2018,BT,300,STANSBURY PARK,,NO,0.00
M201609744,02/07/2018,X,600S,FLOYD ST,1509,NO,0.00
M200506550,01/19/2018,X,2000,4TH ST,4377,NO,0.00
M202401436,01/08/2018,78,W300,BLOOM ST,,NO,0.00
M201108608,01/09/2018,X,400,MUHAMMAD ALI BLVD,2273,NO,0.00
M201608939,01/03/2018,X,500BLOCK,CHESTNUT ST,NA,NO,0.00
M201307280,03/16/2018,X,WI100RE,WITHERSPOON ST,3265,NO,0.00
M202705809,01/29/2018,NPP,W500,LIBERTY ST,,NO,0.00
M202803319,02/17/2018,X,2400,FLOYD ST,4446,NO,0.00
M201507119,01/09/2018,X,600S,FLOYD ST,FL614A,NO,50.00
M202401691,03/06/2018,X,200,BROOK ST,206N,NO,50.00
94787965,01/21/2018,EX,3313,BANK ST,,NO,50.00
M200409351,03/07/2018,NSR,1800,FLOYD ST,,NO,50.00
M201610007,02/14/2018,X,100S,1ST ST,2506,YES,0.00
M202705214,01/04/2018,X,W500,JEFFERSON ST,227,NO,50.00
M202705436,01/12/2018,X,S500,4TH ST,2084,NO,0.00
M202802931,01/20/2018,X,800,4TH ST,3821,NO,0.00
M201404545,01/10/2018,X,300E,CHESTNUT ST,1369,NO,0.00
M200208931,03/09/2018,X,300E,CHESTNUT ST,CH307EA,NO,0.00
M200408407,01/24/2018,X,300,BRANDEIS AVE,4251,NO,0.00
M200408165,01/03/2018,PT2,300,STANSBURY PARK,,NO,0.00
M200409191,02/28/2018,78,1700,4TH ST,,NO,0.00
M200007858,03/16/2018,X,S2000,4TH ST,4363,NO,25.00
M200208503,02/22/2018,X,100S,1ST ST,1104,NO,0.00
M201109049,02/22/2018,X,500,MARKET ST,2584,NO,50.00
M201507370,02/16/2018,X,2000,4TH ST,4359,NO,0.00
94857836,02/28/2018,H,600,RUGGLES PL,,NO,0.00
M202706070,03/08/2018,X,W400,LIBERTY ST,2245,NO,0.00
M202803554,03/20/2018,X,300 W,MUHAMMAD ALI BLVD,2262,NO,15.00
M202401428,01/08/2018,78,S1700,2ND ST,,NO,0.00
M201609429,01/23/2018,NPP,500W,LIBERTY ST,,NO,50.00
M200705991,01/04/2018,X,400E,MUHAMMAD ALI BLVD,1331,NO,50.00
M200611127,03/16/2018,NPP,300,CHESTNUT ST,,NO,0.00
M200706316,02/07/2018,X,600W,WASHINGTON ST,586,NO,0.00
M200705983,01/03/2018,X,700S,3RD ST,1882,NO,0.00
M201609556,01/31/2018,X,300E,CHESTNUT ST,1369,YES,0.00
M200806594,03/06/2018,NSR,2100,EDGELAND AVE,,NO,0.00
M200409027,02/22/2018,78,1800,3RD ST,,NO,0.00
M201306748,02/01/2018,X,1-206BE,1ST ST,3027,NO,0.00
M201507064,01/03/2018,X,600S,FLOYD ST,FL605A,NO,0.00
M201404473,01/08/2018,X,600S,FLOYD ST,1501,NO,0.00
M201609978,02/13/2018,X,600S,FLOYD ST,1204,NO,0.00
M200208715,03/01/2018,X,600S,FLOYD ST,FL607B,NO,0.00
M201306968,03/07/2018,X,600 S,FLOYD ST,1500,NO,0.00
M201108709,01/22/2018,X,500,5TH ST,2052,NO,50.00
M200303436,01/04/2018,BN,600,JEFFERSON ST,,NO,0.00
M200507000,02/10/2018,X,2000E,HIGHLAND AVE,2206,NO,0.00
M201609036,01/06/2018,X,400W,MUHAMMAD ALI BLVD,2422,NO,50.00
M200706023,01/06/2018,X,200E,ABRAHAM FLEXNER WAY,1071,NO,0.00
M200805993,01/06/2018,X,2000,4TH ST,4370,NO,0.00
M201306433,01/22/2018,X,CAR309A,CARDINAL BLVD,4295,NO,0.00
M201507526,03/01/2018,X,200,1ST ST,3027,NO,50.00
M201707065,01/19/2018,X,700W,MAIN ST,304,NO,0.00
M200409108,02/27/2018,PSW,2800,4TH ST,,NO,50.00
M200006459,01/18/2018,X,W400,MAIN ST,2637,NO,0.00
M202803377,03/09/2018,X,700 S,MAGAZINE ST,797,NO,0.00
M201707627,03/15/2018,X,500W,JEFFERSON ST,228,NO,0.00
M202803632,03/22/2018,X,100 N,4TH ST,2560,NO,15.00
M200506197,01/02/2018,NP,500BLOCK,FLOYD ST,,NO,0.00
M200208542,02/23/2018,NPC,200E,CHESTNUT ST,,NO,50.00
M202705338,01/10/2018,NPG,S300,6TH ST,,NO,0.00
M201609652,02/03/2018,X,500,PRESTON ST,1619,NO,0.00
M201609875,02/09/2018,X,600W,LIBERTY ST,690,NO,0.00
M201507336,02/14/2018,X,400,MARKET ST,2567,NO,0.00
M200208985,03/12/2018,X,600S,JACKSON ST,JK621B,NO,25.00
M202802799,01/10/2018,X,300S,8TH ST,195,NO,50.00
M201609287,01/19/2018,X,300E,MUHAMMAD ALI BLVD,1305,YES,0.00
M200806208,01/24/2018,NSR,E700,MARKET ST,,NO,0.00
M202803451,03/14/2018,X,600 W,7TH ST,1996,NO,0.00
M202803330,02/19/2018,X,200S,8TH ST,,NO,0.00
M201608932,01/03/2018,X,400BLOCK,MUHAMMAD ALI BLVD,NA,YES,0.00
M201608903,01/02/2018,X,800S,LIBERTY ST,726,NO,0.00
M202705203,01/02/2018,X,S300,8TH ST,194,NO,0.00
M201707378,02/17/2018,X,200S,5TH ST,79,NO,50.00
M200408734,02/09/2018,78,400,BLOOM ST,,NO,0.00
M202900324,02/13/2018,78,400,BLOOM ST,,NO,0.00
M200007144,02/15/2018,78,W400,BLOOM ST,,NO,0.00
M200409356,03/07/2018,78,400,BLOOM ST,,NO,0.00
M200409483,03/14/2018,78,400,BLOOM ST,,NO,0.00
M200706074,01/09/2018,X,100S,3RD ST,2549,NO,50.00
M202705389,01/11/2018,X,W700,LIBERTY ST,713,NO,0.00
M202802870,01/17/2018,NPP,1900,BARDSTOWN RD,,NO,0.00
M200408248,01/17/2018,78,200,BLOOM ST,,NO,70.00
M202802986,01/27/2018,X,1800,4TH ST,4327,NO,0.00
M201609220,01/16/2018,X,400W,LIBERTY ST,2245,NO,0.00
M201507056,01/03/2018,X,200E,CHESTNUT ST,CH213A,NO,50.00
M201404410,01/03/2018,X,600S,LIBERTY ST,688,NO,0.00
M201507069,01/03/2018,X,600S,BROOK ST,BR608B,NO,0.00
M200506217,01/03/2018,NPP,1000,BARDSTOWN RD,,NO,0.00
M200208432,01/02/2018,NP,1900,FLOYD ST,,NO,0.00
M202401412,01/05/2018,X,,MAIN ST,294,YES,0.00
M201608955,01/03/2018,X,200BLOCK,CHESTNUT ST,NA,NO,0.00
M201608946,01/03/2018,X,300BLOCK,MUHAMMAD ALI BLVD,NA,NO,0.00
M200609632,01/19/2018,X,600,3RD ST,1882,NO,0.00
M201507109,01/09/2018,X,200E,CHESTNUT ST,CH211EB,NO,0.00
M202705325,01/09/2018,NPP,1700,BARDSTOWN RD,,NO,0.00
M202802924,01/20/2018,X,2000,4TH ST,4346,YES,0.00
M201609449,01/24/2018,X,200E,CHESTNUT ST,1162,NO,50.00
M202803321,02/19/2018,X,400W,MAIN ST,2642,NO,0.00
M200303424,01/04/2018,PCO,1900,FLOYD ST,,NO,0.00
M202705250,01/05/2018,X,W700,JEFFERSON ST,441,NO,50.00
M201608962,01/04/2018,NP,600W,JEFFERSON ST,,NO,0.00
M202802779,01/05/2018,X,100 E,MAIN ST,3193,NO,0.00
M201608986,01/04/2018,X,400S,6TH ST,472,NO,0.00
M202705221,01/04/2018,X,W800,JEFFERSON ST,668,NO,50.00
M202401339,01/02/2018,X,W700,MAIN ST,301,NO,50.00
M202401349,01/02/2018,X,W600,MAIN ST,291,NO,0.00
M200408191,01/03/2018,NPP,400W,LIBERTY ST,,NO,50.00
M202401376,01/03/2018,X,W400,MAIN ST,2644,NO,50.00
M202705326,01/09/2018,NPP,1700,BARDSTOWN RD,,NO,0.00
M201507118,01/09/2018,X,600S,FLOYD ST,FL606A,NO,0.00
M201507710,03/21/2018,NPP,500,KENTUCKY ST,,NO,15.00
M200506645,01/22/2018,X,300,LIBRARY PL,518,NO,0.00
M202803340,02/22/2018,X,300,6TH ST,3,NO,50.00
M200609981,02/02/2018,X,700,4TH ST,3806,NO,0.00
M200706017,01/05/2018,X,400W,JEFFERSON ST,2482,NO,50.00
M200706032,01/06/2018,X,500E,CHESTNUT ST,2403,NO,0.00
M200506278,01/06/2018,X,600E,MARKET ST,2723,NO,0.00
M201608958,01/04/2018,X,600W,JEFFERSON ST,429,NO,50.00
M200705994,01/04/2018,X,500S,HANCOCK ST,4917,NO,0.00
M200806515,02/23/2018,X,E700,MARKET ST,2720,NO,0.00
M201609088,01/10/2018,X,200,ABRAHAM FLEXNER WAY,1079,NO,0.00
M202802792,01/10/2018,NPP,400W,LIBERTY ST,,NO,50.00
M201610279,02/23/2018,X,300W,MAIN ST,2626,NO,50.00
M202803262,02/15/2018,NPP,900,BAXTER AVE,,NO,0.00
M202802797,01/10/2018,X,700W,JEFFERSON ST,437,NO,50.00
M201306026,01/05/2018,X,2200,DUNDEE RD,4591,NO,0.00
M201609048,01/06/2018,LZF,600W,MAIN ST,,NO,0.00
M201608990,01/04/2018,X,400W,7TH ST,612,NO,0.00
M202705218,01/04/2018,X,W600,JEFFERSON ST,421,NO,50.00
M201609016,01/06/2018,X,200E,CHESTNUT ST,1162,NO,50.00
M202802789,01/10/2018,X,100N,BROOK ST,3052,NO,0.00
M200806132,01/17/2018,PNP,1100,BAXTER AVE,,NO,0.00
M202705549,01/18/2018,X,N200,1ST ST,3023,NO,0.00
M200007673,03/07/2018,PT2,E800,MARKET ST,,NO,0.00
M200007881,03/16/2018,PT2,S2000,STANSBURY PARK,,NO,0.00
M200506263,01/06/2018,NSR,1700S,4TH ST,,NO,50.00
M201404678,01/19/2018,NP,700W,JEFFERSON ST,,NO,50.00
M201404641,01/17/2018,X,200E,CHESTNUT ST,1169,NO,0.00
M200303521,01/17/2018,BT,700 W,LIBERTY ST,,NO,75.00
M200408255,01/17/2018,PNP,500,WAINWRIGHT AVE,,NO,0.00
M201306351,01/18/2018,X,E,WASHINGTON ST,2681,NO,0.00
M202802880,01/18/2018,NPP,1400,BARDSTOWN RD,,NO,50.00
M201609280,01/19/2018,X,500E,CHESTNUT ST,1423,NO,50.00
M201507190,01/19/2018,NPS,600BLOCK,PRESTON ST,,NO,0.00
M201507249,01/20/2018,X,100BLOCK,MAIN ST,NA,NO,0.00
M201404722,01/22/2018,X,300E,CHESTNUT ST,1372,NO,50.00
M200208501,02/22/2018,PD,100E,MAIN ST,,NO,0.00
M201706994,01/16/2018,X,500S,4TH ST,2084,NO,0.00
M201404627,01/17/2018,X,600S,JACKSON ST,1572,NO,0.00
M200506503,01/18/2018,NP,1900,FLOYD ST,,NO,50.00
M201609299,01/19/2018,X,600W,LIBERTY ST,4947,NO,50.00
M201108647,01/18/2018,NPP,900,BAXTER AVE,,NO,0.00
M201404824,01/26/2018,X,600S,FLOYD ST,1499,NO,0.00
M202705576,01/18/2018,X,W300,MAIN ST,2628,NO,50.00
M201609242,01/18/2018,X,500S,FLOYD ST,1486,NO,50.00
M200006626,01/24/2018,X,W300,MUHAMMAD ALI BLVD,2260,NO,50.00
M201305977,01/03/2018,X,100N,1ST ST,3027,NO,0.00
M200408418,01/25/2018,X,2300,ARTHUR ST,4387,YES,0.00
M200408615,01/31/2018,78,1700,2ND ST,,NO,0.00
M200609525,01/10/2018,NP,700,7TH ST,,YES,0.00
M201306424,01/22/2018,X,1-104BN,1ST ST,3019,NO,0.00
M201609382,01/22/2018,X,400S,7TH ST,604,NO,0.00
M200303501,01/12/2018,NPP,300W,MUHAMMAD ALI BLVD,,NO,0.00
M201108718,01/23/2018,X,300,MUHAMMAD ALI BLVD,2270,NO,0.00
M201306725,01/31/2018,X,1-207AN,1ST ST,3030,NO,0.00
M201404401,01/03/2018,X,500S,LIBERTY ST,784,NO,0.00
M200806171,01/22/2018,NSR,1200,BROADWAY,,NO,0.00
M200506667,01/23/2018,NPP,2400,4TH ST,,NO,0.00
M200006953,02/07/2018,X,W100,MARKET ST,3295,NO,0.00
M200408254,01/17/2018,NSR,1800,BROOK ST,,NO,50.00
M201707139,01/29/2018,X,600W,MAIN ST,295,NO,0.00
M202802759,01/04/2018,H,600,JEFFERSON ST,,NO,135.00
M200506311,01/06/2018,X,300W,BRANDEIS AVE,4254,NO,0.00
M200303497,01/12/2018,X,400S,2ND ST,2409,NO,0.00
M201305996,01/05/2018,PT3,300E,MARKET ST,,NO,0.00
M202705322,01/08/2018,X,W600,JEFFERSON ST,421,NO,0.00
M200806081,01/12/2018,NPP,1000,BARDSTOWN RD,,NO,0.00
M201507182,01/19/2018,X,400BLOCK,MUHAMMAD ALI BLVD,NA,NO,0.00
M201507253,01/20/2018,X,100BLOCK,1ST ST,NA,NO,50.00
M201405076,02/09/2018,X,600S,FLOYD ST,1501,NO,0.00
M200208546,02/23/2018,X,600S,FLOYD ST,FL607B,NO,50.00
M201609151,01/12/2018,X,200W,MAIN ST,2620,NO,0.00
M200506635,01/22/2018,NPP,400,CHESTNUT ST,,NO,50.00
M200408349,01/22/2018,X,2300,4TH ST,4383,NO,0.00
M200409593,03/21/2018,X,2300,ARTHUR ST,4378,NO,15.00
M202802954,01/22/2018,NPP,1000,BARRET AVE,,NO,0.00
M202705633,01/23/2018,X,W500,JEFFERSON ST,644,NO,0.00
M201108680,01/19/2018,X,400,MUHAMMAD ALI BLVD,4836,NO,0.00
M200506349,01/08/2018,X,500 W,LIBERTY ST,788,NO,0.00
M201306040,01/08/2018,X,100N,FLOYD ST,4803,NO,0.00
M200506422,01/13/2018,X,2000S,4TH ST,4352,NO,0.00
M201306169,01/11/2018,X,N,PRESTON ST,3408,NO,0.00
M200006401,01/12/2018,NPP,S2500,4TH ST,,NO,0.00
M201306329,01/18/2018,PT2,800E,MARKET ST,,NO,0.00
M200006848,02/02/2018,78,W300,BLOOM ST,,NO,0.00
M200506367,01/09/2018,NP,600 W,MAIN ST,,YES,0.00
M201404502,01/08/2018,X,700S,4TH ST,3806,NO,0.00
M202705300,01/08/2018,X,W200,MAIN ST,2617,NO,25.00
M201609349,01/20/2018,X,300W,MUHAMMAD ALI BLVD,2264,NO,0.00
M201609292,01/19/2018,X,400S,6TH ST,478,NO,0.00
M202705587,01/19/2018,X,2000,BONNYCASTLE AVE,2488,YES,0.00
M200609627,01/19/2018,X,600,7TH ST,1997,NO,0.00
M201306403,01/22/2018,X,1-100N,1ST ST,3012,NO,0.00
M200609651,01/22/2018,X,800,4TH ST,3830,NO,50.00
M200806168,01/22/2018,NSR,1600,CHICHESTER AVE,,NO,50.00
M201507210,01/20/2018,X,200BLOCK,CHESTNUT ST,NA,NO,0.00
M200303724,03/06/2018,BT,200,GRAY ST,,NO,0.00
M201707057,01/19/2018,X,400W,MAIN ST,2646,NO,0.00
M200506548,01/19/2018,NPP,2500,4TH ST,,NO,0.00
M201507148,01/18/2018,X,500BLOCK,PRESTON ST,NA,NO,0.00
M202802910,01/20/2018,X,2000,4TH ST,4918,NO,50.00
M201306373,01/19/2018,X,MA316E,MAIN ST,3229,NO,0.00
M202705591,01/19/2018,NPB,1500,BARDSTOWN RD,,NO,0.00
M200506592,01/20/2018,PTZ,600E,MARKET ST,,NO,0.00
M201404712,01/22/2018,NPC,600W,JEFFERSON ST,,NO,0.00
M201609398,01/23/2018,X,400E,MUHAMMAD ALI BLVD,1327,NO,50.00
M200208842,03/06/2018,X,300E,MUHAMMAD ALI BLVD,ALI316EB,NO,0.00
M202802783,01/10/2018,X,100E,1ST ST,3019,NO,0.00
M200007620,03/06/2018,97,W300,BLOOM ST,,NO,0.00
M200007547,03/02/2018,PT2,E800,MARKET ST,,NO,0.00
M201306790,02/02/2018,X,H2000B,HIGHLAND AVE,2455,NO,0.00
M201610275,02/23/2018,NPP,100 S,5TH ST,,NO,50.00
M201507451,02/24/2018,X,2000,4TH ST,4359,NO,0.00
M200007141,02/15/2018,78,S1800,3RD ST,,NO,0.00
M200208580,02/26/2018,X,600S,FLOYD ST,FL603A,NO,50.00
M201405215,02/19/2018,X,600S,JACKSON ST,1572,NO,0.00
M202803498,03/15/2018,X,400 S,2ND ST,2314,NO,25.00
M200409037,02/22/2018,PFH,500,LILLY AVE,,NO,0.00
M200507206,02/24/2018,PNP,2000E,BONNYCASTLE AVE,,NO,0.00
M202705950,03/02/2018,AB,S600,9TH ST,,NO,50.00
M200208588,02/26/2018,NPP,600 S,PRESTON ST,,NO,0.00
M200706393,02/13/2018,X,500W,MARKET ST,2603,NO,0.00
M201507348,02/15/2018,X,100,1ST ST,2775,NO,0.00
M201307453,03/22/2018,X,3193,MAIN ST,3193,NO,15.00
M200706889,03/20/2018,NPG,100N,8TH ST,,NO,0.00
M200408513,01/29/2018,PTZ,2500,4TH ST,,NO,0.00
M201507322,02/12/2018,NPP,2500,4TH ST,,NO,0.00
M200506863,02/03/2018,X,300W,LIBRARY PL,3972,NO,50.00
M201307319,03/16/2018,NPP,1000,BARDSTOWN RD,,NO,0.00
M201609610,02/01/2018,X,500W,JEFFERSON ST,645,NO,0.00
M200806494,02/21/2018,NSR,E800,JEFFERSON ST,,NO,0.00
M200806491,02/21/2018,X,E700,MARKET ST,5000,NO,50.00
M200806610,03/06/2018,X,1200,STORY AVE,1020,NO,0.00
M201306932,02/21/2018,NSR,100E,WASHINGTON ST,,NO,0.00
M200610565,02/22/2018,X,500,5TH ST,1853,NO,0.00
M200806521,02/23/2018,X,E700,MARKET ST,2758,NO,0.00
M201306692,01/30/2018,NSR,1800,3RD ST,,NO,0.00
M200609863,01/30/2018,X,600,1ST ST,1035,NO,0.00
M202706316,03/23/2018,NPO,W700,JEFFERSON ST,,NO,15.00
M202705865,01/31/2018,X,S300,8TH ST,209,NO,50.00
M200408639,01/31/2018,NSR,1800,BROOK ST,,NO,0.00
M200706240,01/31/2018,NPP,100S,5TH ST,,NO,0.00
M201404944,02/01/2018,X,300E,MUHAMMAD ALI BLVD,1302,NO,0.00
M202900077,02/03/2018,X,1200,STORY AVE,2948,NO,0.00
M200506852,02/03/2018,X,2400S,FLOYD ST,4440,NO,0.00
M200209200,03/20/2018,X,300E,MUHAMMAD ALI BLVD,ALI320EA,NO,15.00
M201610975,03/20/2018,X,400S,7TH ST,615,NO,0.00
M200609699,01/25/2018,X,400,GRAY ST,1660,NO,0.00
M201306652,01/30/2018,X,1-207AN,1ST ST,3030,NO,0.00
M200706204,01/30/2018,X,600W,MAIN ST,275,NO,50.00
M202401622,02/20/2018,X,100E,WITHERSPOON ST,WI100E,NO,50.00
M200610590,02/23/2018,X,200,GUTHRIE ST,2071,NO,50.00
M200507172,02/24/2018,X,700E,MARKET ST,2747,NO,0.00
M200007367,02/22/2018,NSR,900,CHEROKEE RD,,NO,0.00
M200507189,02/24/2018,X,1900E,BONNYCASTLE AVE,4547,NO,0.00
M201610200,02/22/2018,X,500S,FLOYD ST,1475,NO,0.00
M200409136,02/27/2018,NSR,1800,BROOK ST,,NO,0.00
M200208650,02/27/2018,X,500S,PRESTON ST,P500B,NO,0.00
M202705834,01/30/2018,X,S400,7TH ST,602,NO,50.00
M200706295,02/06/2018,X,100S,6TH ST,103,NO,0.00
M201707243,02/03/2018,X,500W,MARKET ST,2581,NO,0.00
M202705900,02/01/2018,X,S200,8TH ST,181,NO,0.00
M200506837,02/03/2018,X,300W,LIBRARY LOT,18,NO,0.00
M201610887,03/17/2018,X,600S,FLOYD ST,1652,NO,0.00
M200609960,02/02/2018,X,600,4TH ST,2040,NO,0.00
M200506972,02/10/2018,X,1900E,DOUGLASS BLVD,4557,NO,0.00
M201306907,02/19/2018,X,P107SL,PRESTON ST,3395,NO,50.00
M201707683,03/17/2018,X,100W,CHESTNUT ST,872,NO,25.00
M200610710,02/28/2018,X,600,1ST ST,1006,NO,0.00
M201610366,02/28/2018,LZF,400W,LIBERTY ST,,NO,0.00
M200706612,03/03/2018,X,500W,MARKET ST,2579,NO,0.00
M200409251,03/02/2018,NPC,200E,LEE ST,,NO,0.00
M200706613,03/03/2018,X,100S,6TH ST,93,NO,0.00
M201609851,02/09/2018,X,300S,5TH ST,2368,NO,0.00
M200610218,02/09/2018,PSW,700,YORK ST,,NO,50.00
M200610245,02/09/2018,X,400,MUHAMMAD ALI BLVD,2418,NO,50.00
M200408730,02/09/2018,NPC,2300,CRITTENDEN DR,,NO,0.00
M201609888,02/09/2018,X,600W,JEFFERSON ST,411,NO,50.00
M200007263,02/19/2018,PT2,S2000,STANSBURY PARK,,NO,0.00
M200610667,02/27/2018,X,22,LIBRARY LOT,22,NO,0.00
M200208858,03/06/2018,X,400E,CHESTNUT ST,CH408EB,NO,0.00
M200610220,02/09/2018,X,700,8TH ST,3908,NO,0.00
M201507554,03/06/2018,NPP,100,KENTUCKY ST,,NO,0.00
M201306881,02/15/2018,X,WA605BW,WASHINGTON ST,333,NO,0.00
M200208824,03/06/2018,X,300E,CHESTNUT ST,CH312EB,NO,0.00
M200208840,03/06/2018,NPC,200E,CHESTNUT ST,,NO,50.00
M201610570,03/06/2018,PD,600W,LIBERTY ST,,NO,50.00
M201707141,01/29/2018,X,600S,3RD ST,1873,NO,0.00
M201609679,02/03/2018,LZF,600W,MAIN ST,,NO,50.00
M202900270,02/09/2018,PSW,W700,YORK ST,,NO,0.00
M201610370,02/28/2018,NSR,400S,7TH ST,,NO,0.00
M200007548,03/02/2018,PT2,E800,MARKET ST,,NO,50.00
M201610499,03/03/2018,X,100S,1ST ST,2774,NO,50.00
M200208754,03/02/2018,X,300E,CHESTNUT ST,CH317EA,NO,0.00
M200610823,03/03/2018,X,800,4TH ST,3832,NO,0.00
